Time,Discharge,Season,Temperature_C,pH_Level,Water_Quality_Percentage
3005,440.8304027,Autumn,27.61105324,8.236884998,57.93329697
562,480.6615126,Spring,30.77617555,8.986857179,67.31383104
1899,232.7884574,Winter,27.94425683,7.996951502,63.34887381
3638,439.547833,Summer,30.95151559,7.480439994,57.20919056
1267,2.67207086,Autumn,17.12447884,8.769521966,83.37086052
2879,409.991464,Summer,27.49032484,6.047555527,32.35479808
1528,114.3897182,Summer,10.36170554,8.189770558,58.6379061
3202,454.3597845,Spring,21.65071446,8.66623955,54.6081164
3556,0.659943729,Autumn,34.55342126,6.185023751,68.02372717
646,278.1352493,Winter,4.029108954,7.350192511,30.0216484
2068,378.3422383,Autumn,10.59598985,6.614158362,29.07681457
2888,129.4182965,Summer,14.20189509,7.699554497,59.74322759
2214,96.64711901,Winter,0.520619481,7.948628876,46.15332066
1297,42.14070241,Autumn,-1.758455581,6.907869549,34.31883031
2435,163.2841449,Summer,28.18891465,7.379945009,69.26096912
600,279.9661717,Summer,34.07177491,6.838018456,56.82852497
2363,58.010344,Spring,11.18900255,7.108173493,52.24200656
2061,188.4100115,Spring,-1.494006552,6.47861987,24.77646238
241,4.635295086,Spring,-2.367529572,8.656678331,65.15632835
2041,409.3578423,Summer,30.65272825,6.030031232,37.77494362
2824,64.31151417,Autumn,13.55256999,8.647227559,79.81600785
3417,141.7431398,Spring,7.801092662,7.715036635,55.2076727
2612,9.312016597,Autumn,14.05845085,6.994973533,67.55550595
2945,216.1771679,Spring,7.732163788,8.169171376,54.77909374
1363,420.0767392,Winter,14.56143101,7.523256456,38.47716014
2139,196.1363906,Winter,29.38225588,7.497325974,63.01906317
1390,89.83071198,Spring,18.69205484,6.330426849,49.8235426
3003,376.8740471,Summer,22.78615091,7.168548078,54.29465728
1478,394.4246102,Spring,9.586827049,6.723193038,27.89058646
3499,86.95936231,Spring,24.54023514,6.047087717,58.09501404
2556,385.4499689,Summer,21.6646834,7.080298892,45.37171642
775,473.6542143,Winter,-0.21752009,6.269466388,10.26238055
34,83.27215571,Autumn,17.90571412,6.770490113,57.0548264
2253,385.5150478,Spring,5.269739852,6.277549864,22.35715731
3152,354.3151451,Summer,27.16382679,6.302824877,39.85528886
1955,236.8395868,Spring,12.03750834,6.597033883,37.40732913
1585,29.05443823,Summer,34.78736661,8.999547733,99.63897038
3459,37.43973944,Autumn,-1.299982482,6.006552429,32.305475
3073,426.2220881,Autumn,26.21391451,7.916017908,52.50633243
1021,495.0751715,Winter,21.94806934,6.423731094,33.5466143
3461,338.0585234,Summer,25.69995322,8.76188441,64.2061701
2613,223.0345577,Summer,7.30119182,6.28089868,25.58812864
1129,323.8220643,Winter,14.68217958,8.865189561,60.39577368
1500,297.23849,Winter,26.86034079,7.832779162,56.37772811
702,191.867769,Summer,4.301653265,6.003804231,29.1972144
2449,32.90650967,Winter,4.041327872,8.682021594,54.12690779
2777,410.7743224,Autumn,17.04203813,7.565135404,39.41878029
1579,185.9795813,Spring,15.94254318,6.788009206,46.01957268
161,409.4109431,Autumn,6.290498817,8.301837533,31.70611224
201,126.329124,Winter,6.923026021,8.779996662,60.29393239
1981,0.614636975,Summer,6.113806528,7.451072469,61.5120877
995,79.55324781,Summer,25.86048248,6.946660423,59.2137991
2317,234.3228544,Autumn,21.07603462,8.366835372,63.97806626
815,472.1573871,Summer,28.29668734,8.045356493,63.94796786
3342,51.18659048,Winter,34.01892113,8.666257451,87.34731538
455,427.1194663,Autumn,13.96657185,8.077542038,51.10084539
3533,263.5593457,Summer,-2.332244744,6.730585017,22.73385484
1275,412.9777908,Spring,-3.076307584,8.794977749,35.59563331
1016,149.2573781,Spring,6.826601571,6.314507242,42.45162185
2343,419.9895876,Winter,32.30178357,6.80382825,47.71816811
2767,386.4341077,Summer,15.9285222,7.560583823,46.4998825
337,115.1038361,Winter,5.871460643,7.697226078,55.35839839
878,65.75442969,Autumn,10.96667178,6.04593176,39.20891129
1076,434.0403558,Spring,18.9438043,8.341718177,47.52045722
791,481.6220031,Autumn,21.11798633,7.084821955,36.91760296
2264,15.74802664,Summer,1.156780391,7.219255623,46.40766549
763,365.6619065,Winter,34.08126706,8.428108633,66.05817042
2235,454.771303,Winter,16.79088908,7.137850175,32.66375809
379,428.69431,Winter,0.427532712,6.141674629,0
492,482.2637841,Autumn,30.74541013,6.529319311,40.42618582
3112,380.0710298,Spring,-2.014462757,8.867709517,43.32518671
1180,221.2051513,Autumn,31.30941733,6.211216087,46.81729092
2062,156.0448,Autumn,34.86262625,7.064793603,68.85243066
64,160.4392959,Summer,23.01727197,7.509537501,75.71088962
2568,362.238894,Summer,25.81788884,7.479842482,53.77670991
1367,372.9439223,Summer,8.492113459,6.011879829,27.98476495
1152,100.2595359,Spring,32.66307411,7.503488194,71.64907487
2027,434.0745945,Spring,16.18855864,7.151317374,38.89034054
2695,357.4905277,Summer,24.29553786,8.916238006,61.12379358
1495,281.4188681,Summer,31.96430864,6.477477252,56.86282977
3134,235.8190768,Spring,34.00719904,7.06246259,69.70996303
1162,271.6620796,Winter,28.32817426,7.258444455,62.64868328
1522,79.70694457,Spring,7.120700279,7.172080611,47.32771869
2640,101.9302545,Spring,33.66190066,7.997492483,83.93003401
391,45.67312875,Spring,20.12478125,6.646538573,60.27426851
1698,76.91365328,Summer,32.22569905,6.663214658,72.58775086
418,226.9014479,Winter,22.04420103,8.187632846,64.70637972
2336,265.2241614,Spring,7.289558474,7.500871556,46.03118483
378,9.02916005,Summer,9.800980966,7.245467028,63.88720024
1796,398.4192341,Autumn,17.01887108,6.507609155,31.58270615
3561,147.1545699,Autumn,26.60059366,6.562581669,58.63343333
2278,455.9268339,Spring,7.719302054,6.03165491,11.11872458
3065,483.7588807,Autumn,18.18924665,6.274278807,28.58458425
2088,92.81089145,Winter,8.824999743,7.670516084,56.69650272
3099,231.1024357,Autumn,27.63077619,8.67561939,75.84265048
2182,0.7157944,Autumn,13.66912375,6.861494295,57.90767311
200,299.2037998,Winter,-1.931086926,6.983241678,34.52967338
1863,303.6924935,Spring,1.642100859,6.346816832,7.421388156
779,123.8452238,Spring,-2.555813295,7.165892837,34.16954244
2977,279.250495,Winter,14.97211784,6.111665114,32.59422606
3104,112.8475172,Winter,-0.746508106,8.752802089,62.30070253
3119,80.49665199,Winter,-0.434401228,8.019334044,52.30230579
502,325.7945815,Autumn,32.6419304,8.972246428,80.35312774
2454,163.0301394,Winter,29.90620289,8.648469488,87.94522613
3645,295.172943,Summer,13.08346387,7.418971781,43.6579069
1751,216.6800498,Autumn,34.43221283,7.559055093,75.30794969
804,492.1772686,Spring,-4.992538873,6.57172814,3.494569719
2146,74.87536327,Spring,19.55917825,7.386118029,58.67201654
2731,232.3528385,Spring,19.65712709,8.70908362,76.80087078
1895,340.2602675,Autumn,13.29772223,6.152560271,31.22817704
2773,197.8329874,Summer,10.87791892,8.590670409,63.15092149
1570,487.352456,Winter,13.21532542,7.022843405,23.78336295
960,360.9716252,Winter,11.59841744,8.698538295,54.48597698
2660,328.5262304,Spring,24.2196991,8.822639719,76.65184143
1485,378.5539279,Spring,0.414217399,8.012594661,31.42519936
2690,476.3290542,Autumn,2.905568824,7.99327136,22.96366511
1028,453.9185446,Summer,2.220729136,7.358263013,24.46335619
3289,362.1702255,Winter,5.498823405,8.506620674,38.65432424
502,374.6059034,Autumn,16.01033675,8.884838275,49.60919977
2814,73.04644481,Winter,-0.551650106,8.325245401,49.64542517
397,51.48592301,Spring,29.72677181,7.865810201,77.86277783
870,285.4951605,Winter,6.894461252,7.820378687,38.02622505
2842,9.281981707,Summer,1.501519499,8.548409705,68.07035828
392,241.2299551,Summer,22.02485238,7.623611297,68.24537374
206,105.253755,Spring,-3.476547976,8.411579659,52.41229271
1038,173.0736822,Summer,19.79874259,7.526655766,61.61086097
1881,387.9247874,Summer,22.92793723,6.187332825,35.80037325
3625,470.6246284,Autumn,3.596661255,7.151841027,17.36911515
2939,36.30089445,Winter,-3.321437062,7.333322873,50.83376705
1484,267.1676788,Spring,9.545814357,6.424851735,32.42787101
3646,441.2784896,Spring,-1.05623079,6.307488988,8.186102726
863,41.34601637,Spring,-0.340886013,7.606394849,53.30863097
2790,412.274572,Spring,5.170449258,6.25543091,17.58496635
3312,178.9648953,Spring,6.818716985,6.908835504,45.04086136
563,161.1151416,Summer,16.19881364,8.233790928,61.8365088
1020,488.7354465,Autumn,22.13567542,8.893296539,61.85099745
95,100.509459,Spring,18.71083763,8.153611742,74.13483615
1923,346.627651,Autumn,0.934413492,8.977876645,51.54078463
1757,410.7382199,Autumn,1.883441298,8.095013914,29.62922454
2532,20.68762929,Summer,30.15076999,6.881383412,72.32594022
3478,335.2256906,Spring,17.3340926,8.016157622,62.12756475
2278,475.7798322,Summer,29.79751332,8.106470296,56.09973147
2796,62.19756137,Spring,9.861860453,7.115180954,56.33328185
1678,448.1210292,Summer,19.5760003,6.053141552,39.6496547
3242,297.428841,Autumn,15.94653664,8.109599354,44.95945957
540,308.3406305,Spring,7.764939593,6.065100286,23.48678781
1059,306.510793,Winter,13.79661488,7.893564234,49.35294175
2572,149.4880596,Autumn,15.09963507,6.490849466,37.03434587
1183,467.6073875,Winter,3.03083899,7.696810583,24.64305217
1722,473.6804963,Autumn,7.600414895,7.511739076,24.42280231
3314,312.6897996,Summer,26.65639002,6.040540927,47.57887955
3157,391.7330207,Spring,31.63152958,7.088597451,45.35768055
1819,306.1677671,Autumn,9.391763742,7.803273502,53.49674388
2625,242.2507839,Summer,7.278891288,8.545819656,56.6579597
2729,330.4439771,Spring,2.807886583,8.665926342,39.37088078
2604,276.5454262,Spring,22.13964675,7.45154991,60.20092898
1597,298.7781837,Autumn,7.923988067,8.185267462,49.83462407
3060,391.9378935,Spring,34.50998156,6.94936373,55.30219162
2693,240.5038253,Autumn,8.027392083,7.026559217,35.24123854
795,20.47297764,Spring,10.76544187,6.583390558,53.10078412
1051,82.08334055,Winter,19.13336785,7.68584433,66.69560602
1643,219.3597475,Summer,27.06737173,6.943692453,54.90362961
3627,362.4407973,Winter,13.78074661,6.253112689,22.82553998
1363,296.6799963,Autumn,11.90624135,8.05501826,45.40520054
1981,325.1820635,Winter,34.82551334,8.123259623,69.05912287
1354,239.6915364,Autumn,-4.580254354,7.079977256,32.62267096
1663,307.9094368,Spring,30.80261155,6.230170198,53.93119066
1529,164.5758172,Spring,0.965633038,7.278893152,36.61406767
2038,235.1442781,Autumn,26.43701105,7.327006374,58.55365859
3419,372.1651049,Winter,19.71726239,8.006012655,57.41190375
1496,435.9292062,Spring,8.67389142,6.946249174,28.29481339
3302,216.8843014,Summer,29.95499822,8.047797839,73.71318806
2237,21.92646269,Spring,-4.483710881,8.614465625,51.83142066
3296,80.92010482,Summer,4.067626083,6.712458127,40.70316732
1408,10.52848353,Winter,17.67571185,8.936758668,81.46610343
1400,326.6661833,Summer,9.061690402,7.159104411,35.58214429
1306,166.2240812,Summer,19.41509981,6.801776055,56.12830049
2680,271.28507,Summer,-4.035592264,7.264533548,31.13357954
2675,246.6890957,Summer,-0.341642781,6.283192428,18.05957552
972,40.85509213,Spring,0.083849609,6.37711772,33.87823226
1768,201.6903544,Summer,2.571345837,7.243302141,34.45028722
1282,110.3585063,Spring,13.37325763,8.287333566,71.58274952
3430,209.2580544,Summer,25.08514798,8.700936719,85.83672577
709,101.8687823,Autumn,31.22155352,7.994453972,77.76739679
1479,420.2421579,Winter,28.41490121,6.315658666,40.51307824
1434,87.17924896,Summer,2.875514871,8.016059287,57.0170992
648,480.3941977,Autumn,12.64602209,7.906283762,34.3429628
317,208.0120923,Summer,2.97646391,8.417291755,53.99429221
3296,423.1380215,Summer,5.578872667,8.475746,39.83988062
1257,314.4195326,Summer,15.14187926,8.604609227,48.61739619
683,367.7016143,Autumn,-2.275639011,7.242394544,16.55599722
663,383.8851716,Winter,3.726973184,8.093593186,34.93075173
1998,252.4719565,Autumn,32.41512645,6.804751077,66.43895575
3445,271.6959316,Winter,13.64465171,8.99800884,57.87922181
1631,257.0465343,Summer,12.81546104,6.526002724,34.96562973
1495,294.0703832,Spring,-4.41731381,6.030343295,14.25279537
3304,14.79428343,Summer,4.895989882,6.446426144,35.11187103
1136,197.8180334,Winter,29.65169744,8.327616869,77.58214894
1853,303.1337379,Autumn,1.58513713,7.34035103,24.06227973
1520,298.9020103,Summer,11.60499758,7.342500743,44.92377022
2489,396.4987517,Autumn,-4.426763765,8.865068759,31.38150472
563,327.5391685,Autumn,14.13341927,8.758904724,52.37367886
1291,496.0674448,Autumn,-4.159155731,6.933584213,11.73684813
3581,141.9988789,Summer,27.78438212,6.627174386,64.51271842
3457,179.6395997,Autumn,27.9941507,8.54544663,79.58408309
3458,191.9851912,Autumn,26.50968753,8.718057213,78.24217126
3184,232.9598222,Summer,6.334562756,7.624790768,44.70653886
1636,418.0154321,Autumn,28.48948873,7.888271133,59.21699917
2999,117.9724678,Summer,16.7199253,6.770742854,54.58617734
3152,388.0225035,Winter,9.952324355,8.402408064,43.72518356
698,202.7145605,Winter,20.01319839,7.896367285,65.09981333
2160,300.9675063,Winter,-4.506358158,7.510540534,23.52597445
1,316.3070126,Autumn,0.718435104,6.180325668,23.96259209
641,186.4870337,Spring,24.69174153,8.747804888,79.92416811
2267,256.3563411,Spring,4.766464349,7.846354261,53.74619381
1589,206.5742842,Autumn,18.92036469,6.578073284,49.86905245
854,34.65947981,Spring,10.40410411,7.819158351,66.06968874
1759,218.6389779,Summer,29.19223115,8.032390063,63.62013914
3296,48.78695694,Spring,33.09661224,7.57731101,85.68088313
2432,202.5698975,Autumn,30.34258913,8.154305214,80.64245748
3474,296.4999081,Autumn,5.824799788,7.744361844,47.99322236
1661,289.7495082,Summer,2.766514762,8.843308746,49.42056207
1153,331.3443774,Winter,13.97739574,6.161091236,28.97474405
1076,47.72122783,Autumn,-4.706633967,6.318737125,25.13891262
1707,326.0964104,Summer,-3.967624285,6.521014911,11.6480251
2777,156.1428135,Spring,17.13162558,8.070513212,63.35453671
1695,199.5830685,Spring,15.81797617,7.936787618,49.46290484
1733,429.0073283,Summer,34.78327956,8.676176581,66.9955424
1439,4.614299024,Summer,3.073673415,8.198632359,60.23708488
2294,294.2474754,Autumn,5.324157166,7.525066463,38.24358815
835,299.3971187,Spring,-0.458374307,8.975495377,41.48719865
3510,198.3902222,Summer,31.70172039,6.798323869,56.62340909
202,118.5902258,Spring,26.11244978,8.499574979,73.60244513
3255,117.4135517,Summer,27.89356446,7.280371117,67.56517521
122,441.8664639,Spring,31.11055152,7.946205417,69.72656004
400,221.0679845,Winter,15.99599947,8.181805411,64.86371042
766,165.5115926,Autumn,13.04772766,7.901262262,58.20757492
293,224.4439092,Spring,8.215658947,6.421521909,36.71173357
2327,334.7282617,Winter,18.56858457,7.328853032,51.85099038
2931,72.96370847,Spring,13.17113587,7.684315134,64.02231207
197,224.7719742,Spring,13.06262346,8.547131278,58.52030999
3029,293.9833971,Winter,32.47711455,7.330937246,58.93530106
1930,474.2968191,Spring,34.36126057,8.756241914,67.8703526
3582,126.3386383,Spring,26.85937557,7.321122669,72.52750612
2799,179.6894489,Autumn,25.27032361,7.646339578,64.61706181
2191,189.7413591,Winter,22.22232647,8.388857049,64.22637586
608,302.808525,Winter,1.642994093,7.749203053,27.33551837
3272,178.4303533,Summer,-2.635767165,8.880654217,49.86228778
1147,266.8026115,Spring,22.6290526,7.981007492,56.3176455
186,390.9169859,Autumn,24.15144889,7.568128362,49.2008601
3397,352.7222585,Spring,-3.121080356,6.070775903,18.65945868
2511,223.2396864,Spring,32.12207001,7.241198693,65.88737183
3420,432.1216672,Summer,-1.354374422,6.897745258,12.90897271
1794,279.1143108,Spring,6.436021351,8.244317004,48.67578474
659,269.9989292,Autumn,21.89559251,6.624833025,56.54341269
2811,17.19046419,Autumn,1.794903776,6.615660262,41.29847628
3002,493.3478209,Summer,-2.783364462,6.56855713,0
1955,61.57310718,Spring,8.245859567,6.376846839,46.55435611
2450,115.6423431,Autumn,25.63886299,6.933021011,64.77222613
1369,25.94324894,Spring,11.54714716,8.657766343,72.04046839
1986,320.0374831,Spring,21.11891688,8.324785417,59.08453131
1534,112.4281184,Spring,18.18476389,8.205753649,64.4795243
146,90.08721769,Summer,-4.111260719,8.392010417,56.97592447
3219,44.36893655,Spring,34.54159948,6.808253668,65.79124444
2911,51.74414767,Autumn,-3.342876447,8.662325072,53.6346312
1734,292.3768832,Spring,33.71210951,6.411910125,53.63106872
1843,344.1351121,Autumn,16.99456713,7.00903718,45.69557124
488,198.7497563,Spring,33.52636108,7.760244357,80.4090323
2976,240.0005511,Autumn,-0.409856023,6.308715265,22.10957932
1959,343.0152712,Autumn,14.61634077,8.190390563,51.90981281
1663,8.788157114,Spring,1.780163675,7.161738145,49.25015117
2598,161.6330155,Spring,-2.961004919,8.353216997,51.13511903
2385,486.5515643,Autumn,19.7011646,7.478688857,45.45412811
2919,290.0981036,Winter,3.311336838,6.542623573,23.61113402
640,127.1868675,Summer,18.50788073,8.204285434,70.12805119
1802,260.9128503,Winter,-0.505420722,6.756431868,28.2917764
2520,171.3924787,Winter,8.279458857,7.472430904,47.13585858
1969,266.1692699,Spring,26.26530232,6.226599807,49.42417616
2198,62.95818175,Summer,12.48206087,7.853599963,62.35128861
1438,66.44405544,Winter,20.1098166,7.997573299,71.90872679
3369,71.85682678,Spring,20.89831763,7.13602263,56.17590734
1634,469.915914,Winter,28.75020176,8.863268341,59.62428724
262,366.4761693,Winter,7.996911776,8.622506764,51.32549479
1787,81.27470914,Spring,22.4918225,8.123822747,67.82490029
2191,94.25570697,Spring,33.46463228,8.140956223,86.60587875
2393,365.4416545,Spring,24.20973337,6.757205145,44.44345786
623,78.16630601,Summer,14.59481907,7.970445693,69.77580081
1016,117.3571905,Winter,20.22869778,6.594618796,57.37596417
3643,481.6770817,Spring,24.58731591,6.432009672,32.72679614
880,127.7277317,Autumn,19.49103063,8.998403683,75.72656343
2049,330.850012,Winter,-4.33296746,7.867127794,19.53960324
2944,489.3177806,Autumn,2.790939907,7.292963618,20.68303502
1327,187.2109539,Summer,27.41872869,6.864493569,53.48796079
2301,8.856243832,Spring,5.906025892,7.811761331,57.40262384
452,122.1492305,Autumn,24.26248478,6.148780525,50.2283152
3108,415.455508,Summer,9.88480861,6.284042972,18.38500929
1183,432.3179571,Spring,15.87537313,6.098570093,31.83436768
3062,384.2828303,Autumn,-2.281068007,7.4975095,18.23090536
2056,56.64359856,Autumn,2.249022442,7.801819888,47.05093153
3304,397.7756348,Summer,33.28787854,6.187439284,42.80090921
3170,459.3470307,Spring,30.60552214,8.163673402,57.29460758
1682,300.3447103,Spring,21.09100444,6.691185215,40.5917317
2863,470.4435906,Autumn,13.3857839,8.055604361,38.91664664
2255,413.436758,Autumn,22.03045172,8.94569142,63.2139049
1154,333.5190613,Autumn,19.74441156,8.07331761,58.82594975
403,288.6348998,Spring,17.74209022,8.649579159,65.04426578
2199,174.3519763,Summer,-2.632917125,8.84459552,40.81305046
2101,79.72779388,Summer,20.31210443,7.460253145,67.04437306
3191,302.516466,Spring,25.75680178,8.106974938,65.90384543
1696,159.1239657,Winter,34.76326619,8.555907761,82.50413785
627,433.2326899,Summer,-4.556857896,7.069826739,23.45012215
586,496.669135,Autumn,24.20693813,6.78419195,42.6774088
1648,376.2386385,Winter,17.87157264,8.839795718,57.79733013
1443,45.33179947,Winter,12.36208704,8.178910501,63.46642218
1445,144.4139292,Summer,0.102806983,6.6590464,41.2610746
103,54.64390492,Winter,11.36340595,7.347250178,56.46385379
253,325.2907727,Winter,9.175087319,8.389355309,48.97938362
3298,382.6189132,Summer,7.113195559,7.641188973,35.91793872
3183,462.844848,Summer,24.23518493,7.949856294,62.48691173
2557,219.142356,Winter,23.02902085,8.261304606,66.43220312
1496,450.6976872,Autumn,18.56080364,7.866027566,45.06218213
98,438.9577904,Spring,32.54659253,7.620237966,53.27026889
2200,158.6661388,Winter,8.994175367,8.248842853,55.0226881
1884,434.4634227,Winter,4.752077508,8.182689106,30.34481409
2961,187.8985587,Autumn,21.23613252,7.889617201,59.81992191
1919,148.5049504,Winter,2.952562437,7.07936824,30.77065699
877,324.5724219,Winter,7.600420287,7.217436277,39.6926503
337,164.2577758,Spring,3.984097603,8.911315647,59.03655214
2869,315.1413533,Spring,-2.233857291,6.337157797,18.38605556
3234,304.9549196,Spring,28.09994967,6.805514752,52.59847697
956,281.7631198,Summer,5.181621717,7.477205278,38.39397831
1704,190.2718101,Summer,13.92110013,8.510189058,70.71796903
160,274.2950109,Spring,-3.26738907,6.491026991,16.30524977
1603,298.2830889,Spring,22.97357865,6.830863854,49.77467724
2848,272.8888756,Summer,8.222440092,6.197394653,30.16090738
397,222.2652844,Autumn,24.78946911,8.117955798,73.36415078
1300,7.432061817,Winter,11.49612242,6.714628306,55.38447932
815,293.5721477,Winter,2.830224256,7.166024252,34.30041676
1527,84.30534813,Spring,15.52700329,7.331104341,52.49333592
1919,321.3237269,Autumn,0.220182385,8.673941807,38.63267998
1415,379.6962295,Summer,12.62156639,7.233990871,31.33356756
1158,250.27261,Spring,7.692219097,6.43567506,19.62984961
1218,271.2275961,Autumn,31.47838337,7.572944815,67.93915457
400,475.744132,Autumn,-2.562851131,8.888873984,31.46374374
639,423.598964,Autumn,22.76069656,7.823056923,52.57712806
3104,457.1268343,Summer,2.310046639,8.950161661,39.55931844
2735,406.9017675,Summer,7.761802973,8.523321927,44.78309171
459,54.54827909,Winter,11.62056252,6.107897269,51.10155185
954,74.5810288,Winter,31.32060357,7.975198786,81.66668677
469,263.3592363,Autumn,4.703130643,6.860300633,35.82822515
3446,123.1102224,Autumn,-1.347647898,7.678850567,41.53214458
1045,238.400068,Summer,7.74758416,6.838035573,40.93073268
2797,197.2432254,Winter,-0.812961179,7.04661125,26.5981114
1693,274.7521778,Autumn,0.143859438,8.769506135,37.16618099
2085,373.4631705,Winter,17.95402392,6.619929555,47.26473745
2277,357.7739045,Winter,-2.563922676,8.622327354,46.36607355
3436,260.6649428,Autumn,-3.762764744,6.091373424,6.741743601
562,411.2144701,Summer,23.57656406,6.272629615,36.43526808
2485,215.4879596,Autumn,9.465883794,8.564025124,57.936703
1799,448.3674735,Autumn,0.015013969,7.891668093,30.62502589
3354,35.733007,Winter,5.144510834,8.241708414,69.12170371
2074,477.334549,Autumn,20.68346029,6.628253012,28.00379081
225,327.3810714,Summer,6.021462686,7.611250367,32.44096704
3348,190.099247,Autumn,14.780845,8.211657671,60.49794656
797,98.65734787,Summer,-0.132187731,7.881942411,42.94428341
2331,239.6436964,Summer,18.5237455,7.415096301,39.72867467
2926,97.35970576,Winter,7.643107354,8.879351359,64.47629138
959,83.24917071,Spring,20.07873738,8.028472,74.6763173
1504,308.7141435,Spring,27.33579529,8.723252401,70.97222631
452,261.5900538,Winter,19.46585678,8.189311535,63.79825111
3067,335.0810077,Autumn,6.829902504,8.206390586,46.1913175
815,464.8099781,Winter,5.229748062,6.240054809,9.569094097
658,266.1768806,Summer,8.096838349,7.078393866,38.23581596
3587,290.5079334,Spring,1.584820529,8.57510822,37.27803547
546,44.90420694,Winter,2.246874034,6.697811586,38.95362255
1215,358.8461294,Autumn,26.62764408,6.346517598,43.80680465
3120,200.0126129,Winter,10.38930306,6.97831817,43.15537585
3583,488.3649468,Spring,12.43980722,6.661313655,18.27193626
16,411.6046904,Winter,18.76197862,8.775864584,51.39527912
3243,261.2882722,Winter,18.58613981,8.603899926,65.42199829
1243,61.69900482,Spring,-2.304925139,7.499049691,48.10855984
2205,429.7219551,Summer,28.26163145,6.184031623,38.2729604
2524,399.9105696,Summer,2.093062129,8.143687038,33.23859511
1069,92.37410626,Spring,23.92286544,7.870235194,76.76099965
3444,147.7096168,Winter,25.90683953,8.911664012,77.3372353
2565,396.7242883,Spring,23.59598136,7.676859721,60.2026727
2146,92.69570043,Summer,18.15910586,7.00918117,50.96585233
1768,458.8844693,Autumn,-4.415640116,7.557065081,23.83472205
1060,212.3212599,Winter,9.415019695,8.937789874,63.76512687
2327,43.6107774,Summer,19.19357717,8.089087298,84.53995564
3420,407.8927469,Winter,10.49805184,8.015928414,35.57378382
2544,186.8174906,Spring,29.5391958,6.722044769,48.88858286
301,263.2969472,Autumn,7.352091014,8.230807553,55.11076854
180,56.24094177,Spring,6.741391698,8.250815488,53.52758386
606,1.391749021,Autumn,5.639907724,6.951866951,53.14562739
3170,319.0288044,Winter,8.311234758,7.451141497,44.58062082
699,257.6360676,Winter,17.29619857,6.883809999,47.5685354
992,296.8099307,Spring,23.28061177,6.776115211,49.39136513
1139,396.8925508,Autumn,21.50271671,6.077688211,35.45203811
190,323.3382961,Autumn,27.3087128,6.855635234,55.65381031
